,nconst,tconst,ordering,category,primaryName,primaryProfession,gender
19248,nm0496881,97216.0,6.0,composer,Bill Lee,"composer,soundtrack,actor",Male
19249,nm0496932,260991.0,2.0,actor,Byung-hun Lee,actor,Male
19250,nm0496932,420251.0,2.0,actor,Byung-hun Lee,actor,Male
19251,nm0496933,1216496.0,10.0,composer,Byung-woo Lee,composer,
19252,nm0496969,3661798.0,6.0,producer,Chang-dong Lee,"writer,producer,director",
19253,nm0497010,241073.0,7.0,producer,Choon-yeon Lee,"producer,actor",Male
19254,nm0497010,266075.0,7.0,producer,Choon-yeon Lee,"producer,actor",Male
19255,nm0497046,97940.0,4.0,actor,Cinqué Lee,"actor,miscellaneous,writer",Male
19256,nm0497083,435528.0,9.0,producer,Damon Lee,"producer,actor,miscellaneous",Male
19257,nm0497248,260991.0,10.0,producer,Eun Soo Lee,"editor,producer",
19258,nm0497248,1314652.0,10.0,editor,Eun Soo Lee,"editor,producer",
19259,nm0497314,78778.0,7.0,composer,Gerald Lee,"composer,soundtrack,music_department",
19260,nm0497522,441007.0,4.0,actor,Jesse Lee Soffer,actor,Male
19261,nm0497631,1314652.0,2.0,actor,Jung-jae Lee,"actor,producer",Male
19262,nm0497738,38494.0,6.0,writer,Leonard Lee,writer,
19263,nm0497758,116426.0,5.0,director,Lik-Chi Lee,"actor,director,writer",Male
19264,nm0497762,420251.0,9.0,writer,Pik Wah Lee,writer,
19265,nm0497762,98147.0,6.0,writer,Pik Wah Lee,writer,
19266,nm0497804,29207.0,7.0,writer,Manfred Lee,writer,
19267,nm0497920,89371.0,4.0,actress,Moon Lee,"actress,miscellaneous",Female
19268,nm0497929,260991.0,8.0,writer,Mu-yeong Lee,"writer,actor,director",Male
19269,nm0498007,48280.0,3.0,actress,Peggy Lee,"soundtrack,actress,music_department",Female
19270,nm0498126,53946.0,9.0,writer,Robert E. Lee,"writer,miscellaneous,production_manager",
19271,nm0498133,21079.0,7.0,writer,Robert N. Lee,writer,
19272,nm0498151,2008006.0,7.0,writer,Roger Lee,"producer,miscellaneous,writer",
19273,nm0498175,2131532.0,8.0,producer,Roy Lee,"producer,executive",
19274,nm0498175,1321511.0,10.0,producer,Roy Lee,"producer,executive",
19275,nm0498175,410297.0,10.0,producer,Roy Lee,"producer,executive",
19276,nm0498175,3882082.0,8.0,producer,Roy Lee,"producer,executive",
19277,nm0498231,341384.0,6.0,producer,Seung-jae Lee,"producer,executive",
19278,nm0498247,120877.0,3.0,actress,Sheryl Lee,"actress,casting_department,producer",Female
19279,nm0498247,117093.0,2.0,actress,Sheryl Lee,"actress,casting_department,producer",Female
19280,nm0498275,110598.0,4.0,actress,Sophie Lee,actress,Female
19281,nm0498275,144715.0,4.0,actress,Sophie Lee,actress,Female
19282,nm0498278,413300.0,8.0,writer,Stan Lee,"writer,producer,actor",Male
19283,nm0498278,120667.0,8.0,writer,Stan Lee,"writer,producer,actor",Male
19284,nm0498278,145487.0,6.0,writer,Stan Lee,"writer,producer,actor",Male
19285,nm0498278,1825683.0,7.0,writer,Stan Lee,"writer,producer,actor",Male
19286,nm0498278,3501632.0,9.0,writer,Stan Lee,"writer,producer,actor",Male
19287,nm0498278,2395427.0,6.0,writer,Stan Lee,"writer,producer,actor",Male
19288,nm0498278,1872181.0,10.0,writer,Stan Lee,"writer,producer,actor",Male
19289,nm0498278,1211837.0,8.0,writer,Stan Lee,"writer,producer,actor",Male
19290,nm0498278,109770.0,9.0,writer,Stan Lee,"writer,producer,actor",Male
19291,nm0498449,1478804.0,1.0,actor,Will Yun Lee,"actor,producer",Male
19292,nm0498471,67322.0,9.0,cinematographer,Yu-Tang Li,"cinematographer,camera_department,miscellaneous",
19293,nm0498472,451094.0,1.0,actress,Yeong-ae Lee,actress,Female
19294,nm0498472,260991.0,1.0,actress,Yeong-ae Lee,actress,Female
19295,nm0498478,2969656.0,9.0,producer,Eugene Lee,producer,
19296,nm0498488,266075.0,3.0,actress,Yeong-jin Lee,actress,Female
19297,nm0498521,81237.0,10.0,editor,Peter Lee-Thompson,"editor,editorial_department,sound_department",
19298,nm0498555,443536.0,7.0,director,Tony Leech,"writer,editor,director",
19299,nm0498758,318411.0,10.0,production_designer,Mark Leese,"production_designer,art_director",
19300,nm0498775,110099.0,7.0,writer,Michael Leeson,"writer,producer,miscellaneous",
19301,nm0498834,1979388.0,8.0,writer,Meg LeFauve,"writer,producer,miscellaneous",
19302,nm0498834,238924.0,10.0,producer,Meg LeFauve,"writer,producer,miscellaneous",
19303,nm0498834,2096673.0,7.0,writer,Meg LeFauve,"writer,producer,miscellaneous",
19304,nm0498901,48133.0,10.0,cinematographer,Robert Lefebvre,"cinematographer,actor,camera_department",Male
19305,nm0498920,3014666.0,10.0,producer,Daryl C. Lefever,"miscellaneous,producer",
19306,nm0498991,214641.0,5.0,director,Doug Lefler,"art_department,writer,director",
19307,nm0499350,4767274.0,9.0,composer,Mark Leggett,"composer,music_department,soundtrack",
19308,nm0499448,1981107.0,10.0,producer,Gilles Legrand,"producer,director,writer",
19309,nm0499626,46963.0,6.0,writer,Ernest Lehman,"writer,producer,soundtrack",
19310,nm0499626,64418.0,8.0,writer,Ernest Lehman,"writer,producer,soundtrack",
19311,nm0499626,53125.0,6.0,writer,Ernest Lehman,"writer,producer,soundtrack",
19312,nm0499626,51036.0,7.0,writer,Ernest Lehman,"writer,producer,soundtrack",
19313,nm0499626,61184.0,6.0,writer,Ernest Lehman,"writer,producer,soundtrack",
19314,nm0499626,59742.0,9.0,writer,Ernest Lehman,"writer,producer,soundtrack",
19315,nm0499724,97493.0,5.0,director,Michael Lehmann,"director,producer,miscellaneous",
19316,nm0499724,117979.0,5.0,director,Michael Lehmann,"director,producer,miscellaneous",
19317,nm0500067,58700.0,7.0,writer,William F. Leicester,"writer,actor,miscellaneous",Male
19318,nm0500284,29843.0,9.0,writer,Rowland Leigh,"writer,miscellaneous,soundtrack",
19319,nm0500299,67367.0,3.0,actress,Suzanna Leigh,"actress,soundtrack",Female
19320,nm0500317,68611.0,3.0,actress,Barbara Leigh-Hunt,actress,Female
19321,nm0500364,42004.0,4.0,actress,Margaret Leighton,actress,Female
19322,nm0500364,40183.0,2.0,actress,Margaret Leighton,actress,Female
19323,nm0500371,98635.0,9.0,editor,Robert Leighton,"editor,editorial_department,sound_department",
19324,nm0500400,338309.0,9.0,producer,Ingemar Leijonborg,"producer,director,writer",
19325,nm0500444,242423.0,5.0,director,Danny Leiner,"director,producer,writer",
19326,nm0500610,2406566.0,5.0,director,David Leitch,"stunts,actor,assistant_director",Male
19327,nm0500682,97883.0,7.0,producer,Douglas Leiterman,"producer,director,camera_department",
19328,nm0500702,52646.0,2.0,actress,Virginia Leith,actress,Female
19329,nm0500858,96787.0,9.0,writer,Larry Leker,"art_department,animation_department,writer",
19330,nm0500976,1641624.0,2.0,actor,Gilles Lellouche,"actor,director,writer",Male
19331,nm0500976,1259014.0,4.0,actor,Gilles Lellouche,"actor,director,writer",Male
19332,nm0500976,1179025.0,3.0,actor,Gilles Lellouche,"actor,director,writer",Male
19333,nm0500984,97106.0,10.0,actor,Marc Lelou,actor,Male
19334,nm0500988,66798.0,5.0,director,Claude Lelouch,"writer,director,producer",
19335,nm0501015,1821641.0,6.0,writer,Stanislaw Lem,writer,
19336,nm0501015,69293.0,6.0,writer,Stanislaw Lem,writer,
19337,nm0501120,62136.0,8.0,composer,Francis Lemarque,"composer,soundtrack,actor",Male
19338,nm0501185,345074.0,5.0,director,Michael Lembeck,"director,actor,producer",Male
19339,nm0501210,414982.0,3.0,actor,Kris Lemche,"actor,producer",Male
19340,nm0501210,210070.0,3.0,actor,Kris Lemche,"actor,producer",Male
19341,nm0501256,444112.0,2.0,actress,Valérie Lemercier,"actress,director,writer",Female
19342,nm0501281,1067733.0,5.0,director,Ella Lemhagen,"miscellaneous,director,writer",
19343,nm0501359,1860353.0,6.0,writer,Darren Lemke,"writer,producer,director",
19344,nm0501380,199753.0,7.0,writer,Jonathan Lemkin,"writer,miscellaneous,director",
19345,nm0501380,118971.0,7.0,writer,Jonathan Lemkin,"writer,miscellaneous,director",
19346,nm0501380,822854.0,6.0,writer,Jonathan Lemkin,"writer,miscellaneous,director",
19347,nm0501380,122151.0,7.0,writer,Jonathan Lemkin,"writer,miscellaneous,director",
19348,nm0501399,247745.0,5.0,writer,Steve Lemme,"actor,writer,producer",Male
19349,nm0501412,1440741.0,1.0,actress,Júlia Lemmertz,"actress,producer,soundtrack",Female
19350,nm0501419,82776.0,8.0,cinematographer,James Lemmo,"cinematographer,director,writer",
19351,nm0501435,119080.0,5.0,director,Kasi Lemmons,"actress,director,writer",Female
19352,nm0501544,86619.0,7.0,writer,Rusty Lemorande,"producer,writer,assistant_director",
19353,nm0501699,89108.0,10.0,cinematographer,Juan Carlos Lenardi,"cinematographer,camera_department",
19354,nm0501721,82783.0,3.0,actor,Jean Lenauer,"director,actor",Male
19355,nm0501729,118829.0,6.0,writer,Robert Lence,"art_department,writer,animation_department",
19356,nm0501872,35446.0,6.0,writer,Melchior Lengyel,"writer,actor,miscellaneous",Male
19357,nm0501902,19130.0,5.0,director,Paul Leni,"art_director,director,production_designer",
19358,nm0501947,2718492.0,6.0,writer,Rebecca Lenkiewicz,"writer,actress",Female
19359,nm0501973,62994.0,6.0,writer,Isobel Lennart,writer,
19360,nm0501973,37514.0,6.0,writer,Isobel Lennart,writer,
19361,nm0501973,51776.0,6.0,writer,Isobel Lennart,writer,
19362,nm0501999,2702724.0,10.0,composer,Christopher Lennertz,"composer,soundtrack,music_department",
19363,nm0501999,1185836.0,9.0,composer,Christopher Lennertz,"composer,soundtrack,music_department",
19364,nm0501999,2024432.0,10.0,composer,Christopher Lennertz,"composer,soundtrack,music_department",
19365,nm0501999,1648204.0,9.0,composer,Christopher Lennertz,"composer,soundtrack,music_department",
19366,nm0501999,1817676.0,9.0,composer,Christopher Lennertz,"composer,soundtrack,music_department",
19367,nm0501999,1621045.0,10.0,composer,Christopher Lennertz,"composer,soundtrack,music_department",
19368,nm0501999,3255590.0,9.0,composer,Christopher Lennertz,"composer,soundtrack,music_department",
19369,nm0502073,974661.0,4.0,actor,Thomas Lennon,"actor,producer,writer",Male
19370,nm0502073,3095734.0,3.0,actor,Thomas Lennon,"actor,producer,writer",Male
19371,nm0502097,1757742.0,1.0,actor,Kai Lennox,actor,Male
19372,nm0502391,80931.0,5.0,director,Umberto Lenzi,"director,writer,assistant_director",
19373,nm0502425,1853643.0,2.0,actress,Melissa Leo,"actress,producer,executive",Female
19374,nm0502425,1492030.0,5.0,actress,Melissa Leo,"actress,producer,executive",Female
19375,nm0502497,5664684.0,5.0,director,Kenny Leon,"director,actor,producer",Male
19376,nm0502497,2328749.0,5.0,director,Kenny Leon,"director,actor,producer",Male
19377,nm0502671,1334537.0,2.0,actor,Joshua Leonard,"actor,writer,director",Male
19378,nm0502794,1659338.0,10.0,composer,Paul Leonard-Morgan,"composer,music_department,soundtrack",
19379,nm0502794,1219289.0,10.0,composer,Paul Leonard-Morgan,"composer,music_department,soundtrack",
19380,nm0502813,339882.0,4.0,actor,Marco Leonardi,"actor,soundtrack",Male
19381,nm0502859,118550.0,7.0,writer,Doriana Leondeff,"writer,assistant_director",
19382,nm0502900,1783798.0,9.0,cinematographer,Lisa Leone,"cinematographer,director,camera_department",
19383,nm0502954,3322940.0,5.0,director,John R. Leonetti,"cinematographer,camera_department,director",
19384,nm0502954,5322012.0,5.0,director,John R. Leonetti,"cinematographer,camera_department,director",
19385,nm0502954,119707.0,5.0,director,John R. Leonetti,"cinematographer,camera_department,director",
19386,nm0503033,419887.0,3.0,actress,Atossa Leoni,actress,Female
19387,nm0503103,166485.0,6.0,writer,Anna Leonowens,writer,
19388,nm0503158,166792.0,9.0,writer,Glenn Leopold,"writer,miscellaneous,producer",
19389,nm0503259,3486626.0,8.0,writer,Peter Lepeniotis,"animation_department,director,writer",
19390,nm0503429,256524.0,7.0,editor,Alisa Lepselter,"editor,editorial_department,sound_department",
19391,nm0503429,416320.0,10.0,editor,Alisa Lepselter,"editor,editorial_department,sound_department",
19392,nm0503429,158371.0,7.0,editor,Alisa Lepselter,"editor,editorial_department,sound_department",
19393,nm0503429,1178663.0,9.0,editor,Alisa Lepselter,"editor,editorial_department,sound_department",
19394,nm0503429,1859650.0,10.0,editor,Alisa Lepselter,"editor,editorial_department,sound_department",
19395,nm0503429,118113.0,10.0,editor,Alisa Lepselter,"editor,editorial_department,sound_department",
19396,nm0503429,1182350.0,10.0,editor,Alisa Lepselter,"editor,editorial_department,sound_department",
19397,nm0503443,125659.0,3.0,actor,Chete Lera,actor,Male
19398,nm0503495,22718.0,3.0,actress,Sévérine Lerczinska,actress,Female
19399,nm0503567,2713180.0,3.0,actor,Logan Lerman,"actor,producer",Male
19400,nm0503567,1659337.0,1.0,actor,Logan Lerman,"actor,producer",Male
19401,nm0503567,814255.0,1.0,actor,Logan Lerman,"actor,producer",Male
19402,nm0503567,1854564.0,1.0,actor,Logan Lerman,"actor,producer",Male
19403,nm0503585,43278.0,6.0,writer,Alan Jay Lerner,"soundtrack,writer,music_department",
19404,nm0503585,58385.0,6.0,writer,Alan Jay Lerner,"soundtrack,writer,music_department",
19405,nm0503585,64782.0,6.0,writer,Alan Jay Lerner,"soundtrack,writer,music_department",
19406,nm0503585,45537.0,9.0,writer,Alan Jay Lerner,"soundtrack,writer,music_department",
19407,nm0503585,51658.0,6.0,writer,Alan Jay Lerner,"soundtrack,writer,music_department",
19408,nm0503592,1764651.0,10.0,producer,Avi Lerner,"producer,executive,casting_director",
19409,nm0503592,1320253.0,6.0,producer,Avi Lerner,"producer,executive,casting_director",
19410,nm0503594,65488.0,9.0,editor,Carl Lerner,"editor,director,writer",
19411,nm0503594,67309.0,10.0,editor,Carl Lerner,"editor,director,writer",
19412,nm0503594,50083.0,9.0,editor,Carl Lerner,"editor,director,writer",
19413,nm0503600,2302755.0,10.0,producer,Danny Lerner,"producer,writer,production_manager",
19414,nm0503627,120813.0,3.0,actor,Michael Lerner,actor,Male
19415,nm0503627,119142.0,4.0,actor,Michael Lerner,actor,Male
19416,nm0503693,16220.0,8.0,writer,Gaston Leroux,writer,
19417,nm0503777,23042.0,5.0,director,Mervyn LeRoy,"director,producer,actor",Male
19418,nm0503777,21079.0,5.0,director,Mervyn LeRoy,"director,producer,actor",Male
19419,nm0503777,41594.0,5.0,director,Mervyn LeRoy,"director,producer,actor",Male
19420,nm0503777,24069.0,5.0,director,Mervyn LeRoy,"director,producer,actor",Male
19421,nm0503777,23590.0,5.0,director,Mervyn LeRoy,"director,producer,actor",Male
19422,nm0503777,43949.0,5.0,director,Mervyn LeRoy,"director,producer,actor",Male
19423,nm0503777,44855.0,5.0,director,Mervyn LeRoy,"director,producer,actor",Male
19424,nm0503824,82424.0,7.0,writer,Anjel Lertxundi,"writer,director",
19425,nm0504125,36363.0,2.0,actress,Joan Leslie,"actress,soundtrack",Female
19426,nm0504267,2707858.0,5.0,director,Jalil Lespert,"actor,director,writer",Male
19427,nm0504327,1764666.0,9.0,writer,Elana Lesser,"writer,miscellaneous,producer",
19428,nm0504363,2103267.0,7.0,writer,Doris Lessing,writer,
19429,nm0504366,13428.0,6.0,writer,Gotthold Ephraim Lessing,writer,
19430,nm0504380,15863.0,8.0,cinematographer,Elgin Lessley,"cinematographer,actor",Male
19431,nm0504380,15324.0,10.0,cinematographer,Elgin Lessley,"cinematographer,actor",Male
19432,nm0504380,16332.0,10.0,cinematographer,Elgin Lessley,"cinematographer,actor",Male
19433,nm0504412,4108134.0,9.0,actor,Adrian Lester,"actor,director,soundtrack",Male
19434,nm0504457,59764.0,10.0,producer,Henry E. Lester,"producer,miscellaneous,writer",
19435,nm0504477,79714.0,4.0,actress,Kathy Lester,"actress,producer,composer",Female
19436,nm0504489,143127.0,3.0,actor,Loren Lester,"actor,director,writer",Male
19437,nm0504495,99277.0,5.0,director,Mark L. Lester,"producer,director,writer",
19438,nm0504495,88944.0,5.0,director,Mark L. Lester,"producer,director,writer",
19439,nm0504513,58182.0,5.0,director,Richard Lester,"director,producer,writer",
19440,nm0504513,86393.0,5.0,director,Richard Lester,"director,producer,writer",
19441,nm0504513,81573.0,5.0,director,Richard Lester,"director,producer,writer",
19442,nm0504576,203166.0,9.0,editor,Michal Leszczylowski,"editor,editorial_department,director",
19443,nm0504576,150662.0,8.0,editor,Michal Leszczylowski,"editor,editorial_department,director",
19444,nm0504641,49902.0,1.0,actor,François Leterrier,"director,writer,assistant_director",Male
19445,nm0504642,342258.0,5.0,director,Louis Leterrier,"director,producer,actor",Male
19446,nm0504821,446719.0,4.0,actor,Crispin Letts,"actor,soundtrack",Male
19447,nm0504832,1322269.0,6.0,writer,Tracy Letts,"actor,writer,producer",Male
19448,nm0504832,4666726.0,3.0,actor,Tracy Letts,"actor,writer,producer",Male
19449,nm0504895,3544218.0,10.0,editor,Nico Leunen,"editor,editorial_department,sound_department",
19450,nm0504897,118694.0,1.0,actor,Tony Chiu-Wai Leung,"actor,soundtrack,music_department",Male
19451,nm0504897,118845.0,2.0,actor,Tony Chiu-Wai Leung,"actor,soundtrack,music_department",Male
19452,nm0504897,212712.0,1.0,actor,Tony Chiu-Wai Leung,"actor,soundtrack,music_department",Male
19453,nm0504897,338564.0,2.0,actor,Tony Chiu-Wai Leung,"actor,soundtrack,music_department",Male
19454,nm0504962,120812.0,3.0,actor,Ken Leung,"actor,soundtrack",Male
19455,nm0505029,339071.0,2.0,actor,Clinton Leupp,"actor,producer,writer",Male
19456,nm0505144,120686.0,6.0,writer,Gigi Levangie,"writer,producer",
19457,nm0505152,116705.0,5.0,director,Brian Levant,"producer,writer,director",
19458,nm0505152,109813.0,5.0,director,Brian Levant,"producer,writer,director",
19459,nm0505157,41158.0,3.0,actor,Oscar Levant,"soundtrack,actor,music_department",Male
19460,nm0505157,45537.0,3.0,actor,Oscar Levant,"soundtrack,actor,music_department",Male
19461,nm0505157,43278.0,3.0,actor,Oscar Levant,"soundtrack,actor,music_department",Male
19462,nm0505183,338095.0,6.0,writer,Grégory Levasseur,"writer,producer,assistant_director",
19463,nm0505227,63642.0,10.0,production_designer,Boris Leven,"art_director,production_designer,art_department",
19464,nm0505227,85794.0,10.0,production_designer,Boris Leven,"art_director,production_designer,art_department",
19465,nm0505230,1078588.0,6.0,writer,Jeremy Leven,"writer,producer,director",
19466,nm0505409,98546.0,5.0,director,Jay Levey,"producer,director,miscellaneous",
19467,nm0505495,2937898.0,9.0,cinematographer,Robert Levi,"camera_department,cinematographer,director",
19468,nm0505522,443543.0,8.0,producer,David Levien,"writer,producer,director",
19469,nm0505522,128442.0,6.0,writer,David Levien,"writer,producer,director",
19470,nm0505610,54469.0,5.0,director,Henry Levin,"director,miscellaneous,actor",Male
19471,nm0505610,52948.0,5.0,director,Henry Levin,"director,miscellaneous,actor",Male
19472,nm0505615,83806.0,6.0,writer,Ira Levin,"writer,soundtrack,actor",Male
19473,nm0505615,63522.0,6.0,writer,Ira Levin,"writer,soundtrack,actor",Male
19474,nm0505615,58997.0,9.0,writer,Ira Levin,"writer,soundtrack,actor",Male
19475,nm0505642,5540622.0,5.0,director,K. Asher Levin,"producer,writer,director",
19476,nm0505648,240462.0,7.0,writer,Larry Levin,"writer,producer",
19477,nm0505656,411477.0,8.0,producer,Lloyd Levin,"producer,miscellaneous",
19478,nm0505656,119081.0,9.0,producer,Lloyd Levin,"producer,miscellaneous",
19479,nm0505656,167190.0,9.0,producer,Lloyd Levin,"producer,miscellaneous",
19480,nm0505656,118749.0,6.0,producer,Lloyd Levin,"producer,miscellaneous",
19481,nm0505656,325703.0,10.0,producer,Lloyd Levin,"producer,miscellaneous",
19482,nm0505662,410377.0,6.0,director,Mark Levin,"writer,producer,miscellaneous",
19483,nm0505662,412922.0,5.0,director,Mark Levin,"writer,producer,miscellaneous",
19484,nm0505697,82719.0,5.0,director,Peter Levin,"director,assistant_director,producer",
19485,nm0505736,2724064.0,6.0,writer,Thunder Levin,"writer,director,camera_department",
19486,nm0505736,3062074.0,6.0,writer,Thunder Levin,"writer,director,camera_department",
19487,nm0505736,2175927.0,5.0,director,Thunder Levin,"writer,director,camera_department",
19488,nm0505824,120910.0,1.0,self,James Levine,"music_department,soundtrack,miscellaneous",
19489,nm0505828,439289.0,10.0,composer,James S. Levine,"composer,music_department,soundtrack",
19490,nm0505861,1866249.0,7.0,producer,Judi Levine,"producer,assistant_director,miscellaneous",
19491,nm0505946,1772341.0,9.0,writer,Sam Levine,"actor,writer,director",Male
19492,nm0505971,119137.0,4.0,actor,Ted Levine,"actor,soundtrack",Male
19493,nm0506013,120815.0,9.0,producer,Gary Levinsohn,producer,
19494,nm0506075,3203606.0,9.0,producer,Monica Levinson,"producer,production_manager,miscellaneous",
19495,nm0506075,2279864.0,9.0,producer,Monica Levinson,"producer,production_manager,miscellaneous",
19496,nm0506160,1442437.0,5.0,writer,Steven Levitan,"producer,writer,director",
19497,nm0506187,64806.0,6.0,director,Abe Levitow,"director,producer,animation_department",
19498,nm0506290,2720680.0,5.0,director,Kristian Levring,"director,writer,miscellaneous",
19499,nm0506349,23293.0,7.0,writer,Benn W. Levy,"writer,director",
19500,nm0506349,19702.0,7.0,writer,Benn W. Levy,"writer,director",
19501,nm0506357,1937118.0,6.0,producer,Bruno Levy,"producer,casting_director,casting_department",
19502,nm0506357,1641624.0,6.0,producer,Bruno Levy,"producer,casting_director,casting_department",
19503,nm0506357,2298416.0,8.0,producer,Bruno Levy,"producer,casting_director,casting_department",
19504,nm0506398,83629.0,7.0,writer,Edward Levy,writer,
19505,nm0506405,88161.0,3.0,actor,Eugene Levy,"actor,writer,producer",Male
19506,nm0506405,118111.0,5.0,writer,Eugene Levy,"actor,writer,producer",Male
19507,nm0506548,116260.0,9.0,producer,Michael I. Levy,"producer,miscellaneous,executive",
19508,nm0506589,57878.0,5.0,director,Ralph Levy,"director,producer",
19509,nm0506597,240890.0,9.0,producer,Robert L. Levy,"producer,writer,assistant_director",
19510,nm0506607,120493.0,8.0,producer,Sandra Levy,"producer,miscellaneous,director",
19511,nm0506613,1412528.0,10.0,producer,Shawn Levy,"producer,director,actor",Male
19512,nm0506613,2234155.0,5.0,director,Shawn Levy,"producer,director,actor",Male
19513,nm0506619,120389.0,5.0,director,Shuki Levy,"composer,music_department,producer",
19514,nm0506681,119152.0,8.0,producer,Jennie Lew Tugend,"producer,actress,miscellaneous",Female
19515,nm0506681,122459.0,9.0,producer,Jennie Lew Tugend,"producer,actress,miscellaneous",Female
19516,nm0506784,89424.0,4.0,actor,José Lewgoy,actor,Male
19517,nm0506802,1866249.0,5.0,director,Ben Lewin,"writer,director,actor",Male
19518,nm0506920,67309.0,6.0,writer,Andy Lewis,"writer,editorial_department,producer",
19519,nm0506977,1216475.0,6.0,director,Brad Lewis,"producer,actor,visual_effects",Male
19520,nm0506977,120587.0,10.0,producer,Brad Lewis,"producer,actor,visual_effects",Male
19521,nm0507080,98546.0,10.0,cinematographer,David Lewis,"cinematographer,camera_department,director",
19522,nm0507082,1488598.0,4.0,actor,David Lewis,"actor,producer,writer",Male
19523,nm0507151,54331.0,10.0,producer,Edward Lewis,"producer,writer",
19524,nm0507151,84335.0,9.0,producer,Edward Lewis,"producer,writer",
19525,nm0507207,151691.0,3.0,actor,Gary Lewis,"actor,soundtrack",Male
19526,nm0507212,80377.0,3.0,actor,Geoffrey Lewis,"actor,writer,director",Male
19527,nm0507312,84589.0,7.0,writer,Janet Lewis,writer,
19528,nm0507343,116353.0,3.0,actress,Jenny Lewis,"actress,soundtrack,music_department",Female
19529,nm0507343,1931602.0,10.0,composer,Jenny Lewis,"actress,soundtrack,music_department",Female
19530,nm0507343,111033.0,3.0,actress,Jenny Lewis,"actress,soundtrack,music_department",Female
19531,nm0507390,37076.0,5.0,director,Joseph H. Lewis,"director,editorial_department,editor",
19532,nm0507390,47878.0,5.0,director,Joseph H. Lewis,"director,editorial_department,editor",
19533,nm0507542,441041.0,9.0,composer,Mel Lewis,"composer,music_department,sound_department",
19534,nm0507561,84335.0,10.0,producer,Mildred Lewis,"producer,writer,director",
19535,nm0507635,6745.0,2.0,actor,Ralph Lewis,actor,Male
19536,nm0507669,3922818.0,8.0,writer,Richard Barton Lewis,"producer,writer,miscellaneous",
19537,nm0507669,114614.0,10.0,producer,Richard Barton Lewis,"producer,writer,miscellaneous",
19538,nm0507794,67128.0,6.0,writer,Ted Lewis,"animation_department,writer",
19539,nm0507827,19421.0,4.0,actor,Tom Lewis,actor,Male
19540,nm0507830,43390.0,7.0,writer,Tom Lewis,"producer,writer",
19541,nm0507863,120657.0,8.0,writer,Warren Lewis,"writer,producer,assistant_director",
19542,nm0507930,43871.0,10.0,editor,Bill Lewthwaite,"editor,sound_department,director",
19543,nm0507932,37820.0,7.0,writer,Val Lewton,"producer,writer,miscellaneous",
19544,nm0507932,34587.0,7.0,producer,Val Lewton,"producer,writer,miscellaneous",
19545,nm0507932,36341.0,8.0,producer,Val Lewton,"producer,writer,miscellaneous",
19546,nm0507932,36027.0,10.0,producer,Val Lewton,"producer,writer,miscellaneous",
19547,nm0508148,44092.0,4.0,actress,Marisa de Leza,actress,Female
19548,nm0508208,1477171.0,5.0,director,Fernando León de Aranoa,"writer,director,producer",
19549,nm0508208,319769.0,5.0,director,Fernando León de Aranoa,"writer,director,producer",
19550,nm0508208,146468.0,5.0,director,Fernando León de Aranoa,"writer,director,producer",
19551,nm0508293,119432.0,7.0,writer,Thierry Lhermitte,"actor,writer,producer",Male
19552,nm0508293,119038.0,1.0,actor,Thierry Lhermitte,"actor,writer,producer",Male
19553,nm0508415,110054.0,8.0,producer,Helen Li,"production_manager,producer,miscellaneous",
19554,nm0508732,1839492.0,10.0,cinematographer,Matthew Libatique,"cinematographer,camera_department,actor",Male
19555,nm0508732,5109784.0,8.0,cinematographer,Matthew Libatique,"cinematographer,camera_department,actor",Male
19556,nm0508764,120890.0,8.0,producer,Rodney Liber,"producer,miscellaneous,assistant_director",
19557,nm0508844,89155.0,4.0,actor,Richard Libertini,actor,Male
19558,nm0508844,79336.0,3.0,actor,Richard Libertini,actor,Male
19559,nm0508877,3529198.0,3.0,actress,Andrea Libman,"actress,soundtrack",Female
19560,nm0508877,5474644.0,4.0,actress,Andrea Libman,"actress,soundtrack",Female
19561,nm0508904,1483324.0,7.0,producer,Sig Libowitz,"actor,miscellaneous,producer",Male
19562,nm0508988,115798.0,8.0,producer,Andrew Licht,"producer,writer,executive",
19563,nm0509183,1196339.0,5.0,director,Allison Liddi-Brown,"director,producer",
19564,nm0509263,154421.0,8.0,actor,Nikolaj Lie Kaas,"actor,director,writer",Male
19565,nm0509263,342492.0,1.0,actor,Nikolaj Lie Kaas,"actor,director,writer",Male
19566,nm0509263,3877674.0,3.0,actor,Nikolaj Lie Kaas,"actor,director,writer",Male
19567,nm0509264,827517.0,1.0,actor,Anders Danielsen Lie,actor,Male
19568,nm0509264,4714782.0,4.0,actor,Anders Danielsen Lie,actor,Male
19569,nm0509264,2674430.0,4.0,actor,Anders Danielsen Lie,actor,Male
19570,nm0509386,452702.0,7.0,producer,Hal Lieberman,"producer,actor,executive",Male
19571,nm0509390,1787127.0,9.0,composer,Jacobo Lieberman,"composer,music_department,soundtrack",
19572,nm0509398,50998.0,6.0,writer,Leo Lieberman,writer,
19573,nm0509414,2281587.0,9.0,producer,Todd Lieberman,"producer,executive",
19574,nm0509414,1204342.0,9.0,producer,Todd Lieberman,"producer,executive",
19575,nm0509448,449092.0,5.0,director,Jonathan Liebesman,"director,writer,editor",
19576,nm0509448,1217613.0,5.0,director,Jonathan Liebesman,"director,writer,editor",
19577,nm0509448,1646987.0,5.0,director,Jonathan Liebesman,"director,writer,editor",
